0.147035,1.264512,-0.474615,-0.543303,-1.091289,0.590143,-1.599582,4.000000
0.559923,1.935253,-2.557251,-0.743111,-0.696480,-0.085936,-1.899705,6.000000
0.766367,-0.496182,0.373866,0.170298,-0.544630,-0.592996,0.634732,4.000000
-1.642146,0.426087,0.913809,1.397691,1.338306,-0.818356,0.367963,3.000000
-0.334668,0.090717,1.608021,0.627002,2.644213,-0.367636,1.234998,4.000000
-2.192664,0.593772,-0.937423,-0.400583,0.336098,-1.325415,-1.116034,2.000000
-0.265853,1.599882,-0.320346,-0.628935,-0.119451,-0.311296,-1.479525,5.000000
-0.128224,0.677615,-0.783154,-0.714567,-0.969809,-0.423976,-1.459509,4.000000
1.179255,0.593772,0.682405,-0.543303,-0.240931,-0.254956,-0.132262,5.000000
1.179255,-1.083079,-0.628884,-0.286407,-0.423150,1.266222,0.301256,4.000000
-2.192664,0.174559,-0.937423,0.227386,1.034607,0.533803,0.101174,4.000000
-1.917405,1.180670,-0.474615,-0.714567,1.247196,0.984522,-1.366146,3.000000
0.353479,1.599882,0.528136,-0.743111,0.427208,0.533803,-0.899275,5.000000
0.903996,-1.418449,-0.860289,1.083706,-0.666110,1.040862,0.764807,3.000000
-0.885185,-0.831552,-0.628884,0.826810,-0.423150,-0.536656,0.154524,2.000000
0.147035,0.090717,-0.628884,-0.457671,-0.787590,1.435242,0.694761,3.000000
-0.678741,-0.915394,-0.397481,-0.115143,0.366468,-0.367636,0.354626,3.000000
0.147035,-0.328496,-0.397481,-0.857287,-1.091289,-0.198616,-0.432404,4.000000
1.179255,0.006874,2.302233,0.084666,-0.301671,-1.438095,0.968229,5.000000
0.628738,0.174559,0.528136,-0.343495,-0.362411,1.097202,-0.432404,6.000000
-1.366888,-0.915394,0.451001,0.741178,1.338306,-1.325415,0.768127,4.000000
0.215850,-1.166921,1.222348,-0.457671,-0.666110,-0.254956,1.234998,4.000000
0.147035,1.012985,-0.628884,-0.942919,-0.726850,1.435242,-1.706301,4.000000
-0.265853,1.432197,-0.551750,-1.085639,-0.058711,0.590143,-1.159386,4.000000
0.215850,-0.160811,0.142462,-0.514759,-0.848330,-0.029596,0.067820,5.000000
-0.609926,-0.999237,0.528136,0.598458,0.184248,-0.423976,0.534691,3.000000
-0.334668,0.258402,-0.937423,0.940986,-0.969809,0.533803,-0.799234,4.000000
0.422294,-0.831552,0.142462,0.170298,-0.301671,-1.212735,0.701439,4.000000
1.179255,-1.669977,-0.628884,-0.314951,0.184248,1.266222,1.168311,4.000000
1.248070,0.426087,-0.474615,-0.571847,-0.787590,0.590143,-0.585795,4.000000
-0.403482,2.522151,-1.091692,0.198842,-0.301671,-1.550775,-1.066004,4.000000
2.693177,-0.580024,-0.937423,2.739259,-0.909070,-1.212735,-0.665840,4.000000
-0.059409,0.258402,-0.243211,-0.771655,-0.726850,0.590143,-0.479075,4.000000
-0.954000,-1.250764,-0.706019,-0.229319,-0.423150,0.815503,0.501358,3.000000
0.422294,0.006874,-0.243211,-0.486215,-0.969809,-0.592996,-0.132262,3.000000
-0.472297,0.090717,-0.860289,0.427194,-0.119451,-0.423976,0.544709,3.000000
0.353479,0.426087,-0.397481,-0.628935,-0.787590,0.252103,-1.132711,5.000000
-0.678741,-0.831552,0.836674,0.741178,1.338306,-1.156395,1.201664,3.000000
-1.366888,-0.580024,0.451001,3.481405,0.973867,-1.381755,0.434650,4.000000
-0.541112,0.761457,-1.014558,-0.543303,-0.666110,0.083083,-1.312777,4.000000
-1.917405,-0.915394,-0.243211,0.598458,1.216826,-1.325415,1.335059,4.000000
0.147035,1.348355,0.451001,-0.800199,-0.362411,0.083083,-1.532875,5.000000
-2.055034,-0.831552,-0.166077,0.284474,1.884965,-1.269075,0.834834,4.000000
-1.710961,0.258402,-0.628884,-0.743111,0.670167,-1.156395,-1.399500,3.000000
-0.403482,-0.915394,1.222348,0.912442,2.097554,-0.818356,0.748131,3.000000
-0.541112,-0.244654,-0.397481,-0.343495,-0.848330,-0.142276,-0.405709,4.000000
0.147035,-0.747709,-0.474615,-0.029511,-1.152029,0.195763,-0.165615,3.000000
0.215850,1.432197,-0.166077,-0.486215,-0.119451,-0.367636,-0.965963,4.000000
0.284664,0.006874,-0.628884,-0.115143,-0.240931,-0.705676,-0.655822,4.000000
-0.059409,0.509930,-0.860289,-0.600391,-0.423150,-0.762016,-1.312777,5.000000
-0.403482,-0.412339,1.762290,0.655546,3.160502,-0.987375,0.808159,3.000000
-0.197038,-0.328496,-0.011807,-0.571847,-0.605370,-0.762016,-0.195629,4.000000
0.147035,1.012985,-1.091692,-0.600391,-0.848330,0.533803,-1.589584,3.000000
0.009406,2.019095,-0.397481,-0.686023,0.062769,-0.085936,-0.939288,5.000000
-0.265853,1.767568,0.065328,-0.543303,0.366468,-0.254956,-1.072682,5.000000
1.110440,-0.915394,-0.397481,-0.000966,0.062769,0.252103,0.528033,3.000000
0.422294,1.096827,1.222348,0.113210,-0.240931,-0.649336,0.244567,4.000000
-0.816370,-1.418449,-0.706019,0.284474,-0.058711,0.308443,1.468453,3.000000
-0.678741,-0.496182,0.605270,0.684090,1.581266,-0.311296,0.478002,3.000000
-0.128224,0.845300,-1.091692,-0.628935,-0.483890,2.505701,-1.499541,2.000000
0.628738,-1.334607,0.065328,-0.172231,-0.726850,1.378902,1.768576,4.000000
-1.022814,-1.083079,0.605270,0.484282,0.487948,-1.381755,0.834834,4.000000
1.660957,-0.999237,1.685155,0.198842,-0.666110,1.238052,2.095394,3.000000
-1.848590,2.019095,-1.245962,0.484282,1.611636,-0.649336,-0.705852,3.000000
